"Sample","YrBP","Abies","Cupressaceae","Larix","Picea","Pinus","Tsuga","Acer","Alnus","Betula","Carya","Corylus","Fagus","Fraxinus","Ostrya.Carpinus","Quercus","Tilia","Ulmus","Ambrosia","Artemisia","Asteraceae","Amarantaceae","Poaceae"
"Glim7",2670,1,0,0,0,342,16,0,5,78,0,0,0,0,0,10,0,0,5,1,0,0,0
"Glim8",3061,2,0,0,1,372,17,2,0,62,0,0,0,0,0,9,3,0,5,1,0,0,0
"Glim9",3424,2,0,0,6,422,5,7,7,45,0,0,0,0,0,2,0,0,3,6,0,2,0
"Glim10",3757,2,0,0,3,376,2,9,10,55,0,0,0,1,0,11,0,0,1,10,0,3,0
"Glim11",4060,2,0,0,7,350,0,11,7,64,0,0,0,6,2,12,0,0,3,4,0,1,0
"Glim12",4335,2,0,0,7,203,4,15,3,35,0,0,0,2,3,9,2,0,6,2,0,0,0
"Glim13",4585,3,0,0,4,378,2,9,5,56,0,0,0,1,3,17,1,1,1,1,0,1,0
"Glim14",4811,6,0,0,3,358,2,16,5,49,0,0,0,4,2,11,0,3,1,2,0,0,1
"Glim15",5016,7,0,0,7,320,3,9,5,59,0,0,0,7,3,16,5,3,1,1,0,0,0
"Glim16",5201,1,0,0,8,336,4,9,5,65,0,0,0,2,1,15,2,2,2,5,0,1,0
"Glim17",5460,1,0,0,4,322,3,11,5,59,1,0,0,4,1,14,2,4,6,2,0,2,1
"Glim18",5553,0,0,0,1,402,0,6,2,35,0,0,0,5,1,19,3,3,5,2,0,0,0
"Glim19",5654,0,0,0,0,402,3,6,2,29,0,0,0,3,4,13,1,5,2,2,1,0,0
"Glim20",5767,5,0,0,3,384,15,10,4,37,0,0,0,6,1,10,3,2,0,1,0,1,0
"Glim21",5895,3,0,0,5,284,9,11,2,50,0,0,0,4,5,29,2,7,2,5,0,1,1
"Glim22",6041,3,0,0,0,446,2,3,2,34,1,0,0,0,0,12,1,6,2,3,0,1,0
"Glim23",6208,3,0,0,0,386,5,9,1,27,0,0,0,4,2,21,2,4,5,3,0,4,0
"Glim24",6395,0,0,0,2,352,0,10,1,44,1,0,0,1,2,25,3,5,4,4,0,2,0
"Glim25",6819,0,0,0,7,456,0,9,4,18,0,0,0,2,1,17,0,4,4,0,0,0,0
"Glim26",7298,0,0,0,3,458,0,6,1,26,1,0,0,5,7,12,0,6,6,1,1,0,0
"Glim27",7818,0,0,0,3,488,0,0,0,16,1,0,0,1,3,11,1,6,1,0,0,1,0
"Glim28",8362,7,0,0,1,424,0,5,1,26,2,0,0,2,5,13,1,9,3,3,0,2,0
"Glim29",8916,3,0,0,4,448,0,4,2,50,0,0,0,1,5,8,1,6,4,4,1,2,0
"Glim30",9465,3,0,0,3,338,0,3,1,64,0,0,0,4,2,7,0,12,4,7,0,3,0
"Glim31",9993,0,0,1,0,330,0,4,11,29,0,0,0,4,5,9,0,12,7,13,0,11,0
"Glim32",10490,2,0,0,14,308,0,10,6,63,0,0,0,3,0,12,1,20,3,4,0,1,0
"Glim33",10965,3,0,0,28,412,0,4,2,20,0,0,0,1,0,7,0,10,4,5,0,2,0
"Glim34",11440,0,0,0,70,284,0,12,1,11,0,0,0,15,0,6,0,13,2,9,0,4,0
"Glim35",11678,0,0,0,122,28,0,5,3,32,0,0,0,22,2,8,0,11,2,9,0,1,0
"Mud01",-50,12,2,0,25,171,21,4,12,55,1,0,0,2,0,11,0,0,6,2,0,1,6
"Mud02",-18,6,2,0,29,184,15,6,7,86,0,0,0,1,1,9,0,3,3,6,0,4,3
"Mud03",13,8,1,0,42,174,21,4,6,53,0,0,0,0,0,7,0,3,9,4,0,2,0
"Mud04",45,6,0,0,45,160,21,4,6,86,2,0,0,0,0,12,0,3,15,2,0,2,6
"Mud05",76,8,2,0,38,167,18,2,8,86,0,0,0,0,0,11,0,1,15,6,0,4,4
"Mud06",84,9,2,0,31,161,19,0,14,91,0,0,0,1,0,9,0,3,9,6,0,3,6
"Mud07",100,8,1,0,46,187,20,3,6,64,0,0,0,0,0,8,0,4,8,0,0,1,0
"Mud08",113,9,1,0,23,180,21,5,10,55,0,0,0,1,0,10,0,6,3,2,0,0,0
"Mud09",126,8,0,0,18,169,15,5,9,70,0,0,0,1,0,7,0,5,3,0,0,1,5
"Mud10",179,6,2,0,31,160,21,2,9,66,1,0,1,0,0,7,0,3,3,2,0,1,0
"Mud11",192,5,1,0,28,156,20,0,16,67,1,0,0,0,0,12,0,4,2,1,0,0,2
"Mud12",377,6,3,0,15,140,9,3,8,77,0,0,0,0,1,12,0,1,3,6,0,0,3
"Mud13",561,3,0,0,11,170,17,1,3,58,0,0,0,0,0,7,0,1,2,2,0,0,2
"Mud14",745,6,1,0,18,157,21,1,4,52,0,0,0,0,0,5,0,0,1,3,0,2,1
"Mud15",929,5,2,0,13,152,25,1,6,54,1,0,0,0,0,2,0,2,1,1,0,0,2
"Mud16",1114,6,0,0,19,176,31,3,3,54,0,0,0,0,0,4,0,2,0,2,0,1,1
"Mud17",1298,8,0,0,10,144,26,2,4,64,0,0,0,1,0,3,0,4,0,1,0,1,1
"Mud18",1559,0,4,0,4,149,10,3,1,77,0,0,0,1,0,5,0,3,0,1,0,0,2
"Mud19",1670,4,0,0,13,159,12,4,5,66,0,0,0,0,0,2,0,1,0,1,0,0,0
"Mud20",1801,9,1,0,13,164,8,4,5,52,1,0,0,1,0,8,0,0,4,5,0,0,4
"Mud21",2061,7,2,0,6,163,16,2,4,71,0,0,0,0,0,2,0,2,0,0,0,0,0
"Mud22",2322,7,1,0,2,160,21,1,2,74,1,0,0,1,0,4,0,0,2,4,0,1,1
"Mud23",2583,2,0,0,4,159,13,3,0,81,1,0,0,1,0,9,0,1,3,0,0,1,2
"Mud24",2884,3,2,0,7,183,9,6,4,54,0,0,0,1,0,5,0,0,0,1,0,0,1
"Mud25",3225,3,2,0,9,171,4,6,5,44,0,0,0,0,0,5,0,3,1,1,0,2,1
"Mud26",3372,3,4,0,7,163,8,3,4,66,0,0,0,1,0,11,0,1,4,2,0,0,1
"Mud27",3567,3,2,0,7,179,1,1,5,43,1,0,0,0,0,13,0,4,2,0,0,0,1
"Mud28",3713,3,10,0,1,179,1,6,5,47,1,0,0,0,0,11,1,0,3,2,0,0,0
"Mud29",4054,5,0,0,3,217,1,3,6,31,1,0,0,2,0,9,1,4,0,2,0,2,1
"Mud30",4396,2,7,0,3,177,3,2,5,51,0,0,0,3,0,10,0,4,2,0,0,0,0
"Mud31",4737,6,2,0,8,186,3,5,6,30,0,0,0,1,1,10,0,1,1,1,0,0,1
"Mud32",5079,11,1,0,5,215,10,3,3,10,1,0,0,0,1,5,0,0,0,0,0,0,0
"Mud33",5249,5,0,0,4,222,16,0,2,10,0,0,0,0,0,4,0,1,2,0,0,0,0
"Mud34",5625,6,0,0,5,225,6,4,3,16,0,0,0,1,0,4,1,4,0,2,0,0,0
"Mud35",6034,1,0,0,6,248,6,0,0,6,1,0,0,0,0,7,0,1,0,0,0,0,1
"Mud36",6443,2,0,0,3,269,0,0,0,4,0,0,0,0,1,3,0,1,1,0,0,0,1
"Mud37",6790,0,1,0,2,242,0,1,1,13,0,0,0,1,1,8,0,0,1,2,0,1,1
"Mud38",7077,1,1,0,0,225,0,0,2,21,1,0,0,1,0,8,0,2,0,0,0,0,0
"Mud39",7240,1,2,0,4,283,2,1,2,7,0,0,0,0,0,3,0,1,0,0,0,0,0
"Mud40",7527,1,0,1,2,251,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0
"Mud41",7670,4,0,0,4,237,0,1,1,4,0,0,0,0,0,4,0,0,0,1,0,1,0
"Mud42",7886,4,3,1,8,242,0,0,3,19,0,0,0,0,0,1,0,2,1,0,0,1,0
"Mud43",8031,9,2,0,11,223,2,0,1,4,0,0,0,0,0,0,0,1,1,0,0,1,0
"Mud44",8176,5,1,0,14,196,0,1,1,9,0,0,0,1,0,0,0,2,1,0,0,1,0
"Mud45",8259,4,0,0,7,194,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,1
"Mud46",8367,19,2,0,25,225,0,0,4,37,0,0,0,0,1,4,0,5,4,1,0,3,2
"Mud47",8484,15,0,0,21,156,0,1,5,47,0,0,0,2,1,4,0,4,4,1,0,0,1
"Mud48",8610,1,0,0,24,207,0,0,4,33,0,0,0,0,0,0,0,1,0,1,0,2,2
"Mud49",8799,8,2,0,24,228,0,0,12,63,0,0,0,3,0,3,0,4,2,2,0,2,1
"Mud50",8925,4,0,0,26,174,0,0,11,56,0,0,0,1,1,5,0,2,7,0,0,2,1
"Mud51",9050,5,5,1,45,184,0,2,17,60,0,0,0,2,2,4,0,2,3,4,0,3,3
"Mud52",9167,8,0,0,35,187,9,0,1,12,0,0,0,0,0,2,0,0,0,1,0,1,2
"Mud53",9221,14,10,0,30,196,4,0,8,54,0,0,0,0,2,5,0,1,2,2,0,2,2
"Mud54",9329,17,0,0,57,194,0,1,4,25,1,0,0,0,0,4,0,3,3,1,0,0,1
"Mud55",9437,16,0,0,48,182,0,0,2,16,0,0,0,1,0,6,0,3,5,3,0,3,2
"Mud56",9545,3,6,1,52,165,1,0,2,39,2,0,0,1,4,2,2,5,4,5,0,4,2
"Mud57",9662,10,3,0,59,149,0,0,2,23,1,0,0,5,1,7,0,17,1,1,0,3,1
"Nels1",-46,4,45,1,15,85,28,6,14,175,2,0,25,6,7,16,1,8,26,6,3,0,10
"Nels2",252,1,38,1,12,99,33,11,8,193,1,2,28,4,7,29,0,10,9,0,2,2,3
"Nels3",505,2,30,0,12,92,33,16,14,186,0,3,40,6,14,30,0,7,4,2,1,2,2
"Nels4",713,2,26,1,6,128,55,28,6,157,1,2,28,2,6,25,0,8,3,3,1,1,1
"Nels5",991,1,23,2,6,104,39,20,8,203,2,4,34,2,10,23,0,11,3,2,3,1,5
"Nels6",1196,2,25,0,8,123,40,22,14,193,1,5,23,2,8,28,1,8,2,2,1,1,1
"Nels7",1528,4,28,0,12,138,35,18,9,173,1,0,35,5,13,27,1,6,3,1,1,1,2
"Nels8",1877,2,45,0,6,163,34,15,5,177,0,2,22,8,10,22,0,6,1,2,0,1,1
"Nels9",2216,7,97,2,6,122,32,21,8,167,2,1,22,4,9,27,0,6,3,4,1,0,3
"Nels10",2557,3,53,0,9,138,30,20,12,171,0,2,20,4,8,37,0,7,0,4,0,0,2
"Nels11",2725,7,46,1,1,105,38,15,12,243,0,3,11,3,6,18,0,9,2,1,0,1,2
"Nels12",2972,2,79,1,4,102,28,20,7,216,1,1,10,5,8,15,0,10,3,0,1,1,0
"Nels13",3205,1,91,1,2,140,21,23,8,126,0,1,9,11,4,36,1,7,3,2,1,1,4
"Nels14",3467,2,48,1,8,129,14,11,7,206,1,2,4,3,13,26,0,6,1,2,1,1,2
"Nels15",3857,2,105,2,2,135,7,14,3,164,0,1,9,3,8,32,0,5,2,1,0,1,2
"Nels16",4114,2,62,1,2,135,21,10,9,199,0,5,7,4,5,28,0,11,0,0,1,1,4
"Nels17",4536,3,46,1,6,173,16,17,17,142,1,6,3,5,8,58,1,5,3,5,2,1,4
"Nels18",4737,4,18,1,1,178,15,16,6,136,2,3,6,5,4,69,2,5,3,3,0,0,7
"Nels19",5131,1,57,0,7,195,16,13,10,130,0,3,0,8,7,0,0,4,4,4,1,0,0
"Nels20",5331,4,73,2,6,210,7,12,7,65,1,0,9,6,15,61,0,6,1,6,0,1,0
"Nels21",5730,1,21,2,4,274,31,10,7,36,1,2,3,4,5,59,0,7,1,0,2,2,1
"Nels22",5928,0,44,2,4,279,23,5,5,43,0,2,2,7,7,49,0,11,9,4,0,3,9
"Nels23",6126,3,14,2,1,302,5,7,8,51,0,1,2,6,11,43,2,16,7,2,7,2,6
"Nels24",6324,0,48,1,2,309,5,3,6,42,3,2,0,10,13,50,0,25,0,2,1,1,5
"Nels25",6519,2,15,0,4,352,1,5,2,32,2,1,0,6,5,45,0,12,4,2,4,0,5
"Nels26",6710,1,24,0,2,309,0,6,0,33,3,2,0,6,13,26,0,5,5,1,5,1,6
"Nels27",6901,1,43,1,5,344,0,1,10,20,0,7,0,7,5,30,0,12,4,3,7,0,8
"Nels28",6852,0,253,1,2,49,1,7,8,13,0,0,0,13,4,47,0,6,0,8,9,1,22
