ID2,Long,Lat,x-error (m),y-error (m),avg-error (m),,
1176,-87.27,34.63,457.98,556.59,507.285,,
1177,-91.48,34.83,456.87,556.59,506.73,,
1178,-91.75,35.17,454.98,556.59,505.785,,
1179,-92.72,35.18,454.92,556.59,505.755,,
1180,-93.8,35.78,451.54,556.59,504.065,,
1181,-93.73,36.1,449.72,556.59,503.155,,
1182,-94.07,36.43,447.82,556.59,502.205,,
1183,-94.33,35.23,454.64,556.59,505.615,,
1184,-94.07,34.73,457.43,556.59,507.01,,
1185,-88.77,31.1,476.59,556.59,516.59,,
1186,-89.68,32.32,470.36,556.59,513.475,,
1187,-88.03,32.43,469.78,556.59,513.185,,
1188,-94.4,30.11,481.48,556.59,519.035,,
1189,-88.467,45.883,38.75,55.66,47.205,,
1190,-88.633,45.867,38.76,55.66,47.21,,
1191,-88.417,45.85,38.77,55.66,47.215,,
1192,-88.367,45.85,38.77,55.66,47.215,,
1193,-88.4,45.85,387.68,556.59,472.135,,
1194,-88.667,45.833,38.78,55.66,47.22,,
1195,-118.96,47.43,376.52,556.59,466.555,,
1196,-118.75,47.45,376.38,556.59,466.485,,
1197,-119.41,47.21,378.1,556.59,467.345,,
1198,-118.68,47.35,377.1,556.59,466.845,,
1199,-117.13,46.73,381.5,556.59,469.045,,
1200,-118.58,47.13,378.67,556.59,467.63,,
1201,-119.6,46.88,380.44,556.59,468.515,,
1202,-118.65,46.8,381.01,556.59,468.8,,
1203,-118.86,47.63,375.09,556.59,465.84,,
1204,-119.13,46.8,381.01,556.59,468.8,,
1205,-119.75,47.15,378.52,556.59,467.555,,
1206,-120.26,46.53,382.92,556.59,469.755,,
1207,-117.23,46.81,380.94,556.59,468.765,,
1208,-118.7,47.7,3745.89,5565.85,4655.87,,
1209,-118.93,46.5,383.13,556.59,469.86,,
1210,-119.88,46.53,382.92,556.59,469.755,,
1211,-119.43,47.15,378.52,556.59,467.555,,
1212,-118.43,46.78,381.15,556.59,468.87,,
1213,-117.96,47.31,377.38,556.59,466.985,,
1214,-118.51,46.78,381.15,556.59,468.87,,
1215,-118.15,46.76,381.29,556.59,468.94,,
1216,-119.13,46.8,381.01,556.59,468.8,,
1217,-117.88,46.8,381.01,556.59,468.8,,
1218,-119.03,46.72,381.58,556.59,469.085,,
1219,-117.65,46.82,380.87,556.59,468.73,,
1220,-117.97,46.77,381.22,556.59,468.905,,
1221,-118.77,46.63,382.21,556.59,469.4,,
1222,-118.1,47.37,376.95,556.59,466.77,,
1223,-119,46.7,3817.17,5565.85,4691.51,,
1224,-118.37,46.77,381.22,556.59,468.905,,
1225,-119.08,46.73,381.5,556.59,469.045,,
1226,-117.85,46.82,380.87,556.59,468.73,,
1227,-117.95,47.28,377.6,556.59,467.095,,
1228,-118.58,46.65,382.07,556.59,469.33,,
1229,-118.47,46.67,381.93,556.59,469.26,,
1230,-120.45,46.28,384.68,556.59,470.635,,
1231,-117.7,46.93,380.09,556.59,468.34,,
1232,-118.3,46.78,381.15,556.59,468.87,,
1233,-119.62,46.73,381.5,556.59,469.045,,
1234,-120.47,46.22,385.1,556.59,470.845,,
1235,-118.18,47,379.59,556.59,468.09,,
1236,-118.08,46.8,381.01,556.59,468.8,,
1237,-120.32,46.33,384.32,556.59,470.455,,
1238,-118.12,46.72,381.58,556.59,469.085,,
1239,-120.47,46.9,380.3,556.59,468.445,,
1240,-120.7,46.38,383.97,556.59,470.28,,
1241,-119.8,46.55,382.78,556.59,469.685,,
1242,-119.42,46.73,381.5,556.59,469.045,,
1243,-119.48,46.38,383.97,556.59,470.28,,
1244,-118.68,47.1,378.88,556.59,467.735,,
1245,-119.85,47.13,378.67,556.59,467.63,,
1246,-119.67,47.6,375.31,556.59,465.95,,
1247,-119.37,47.88,373.29,556.59,464.94,,
1248,-119.58,47.88,373.29,556.59,464.94,,
1249,-119.8,47.73,374.37,556.59,465.48,,
1250,-119.22,46.13,385.73,556.59,471.16,,
1251,-119.73,47.83,373.65,556.59,465.12,,
1252,-118.32,46.83,380.8,556.59,468.695,,
1253,-118.85,47.08,379.02,556.59,467.805,,
1254,-119.48,45.95,386.99,556.59,471.79,,
1255,-119.48,46.28,384.68,556.59,470.635,,
1256,-119.43,46.38,383.97,556.59,470.28,,
1257,-119.73,46.2,385.24,556.59,470.915,,
1258,-119.6,47.75,374.23,556.59,465.41,,
1259,-120.02,47.65,374.95,556.59,465.77,,
1260,-119.53,47.45,376.38,556.59,466.485,,
1261,-119.45,47.25,377.81,556.59,467.2,,
1262,-119.38,45.93,387.13,556.59,471.86,,
1263,-119.3,46.33,384.32,556.59,470.455,,
1264,-119.98,47.23,377.95,556.59,467.27,,
1265,-119.43,46.93,380.09,556.59,468.34,,
1266,-118.58,47.12,378.74,556.59,467.665,,
1267,-119.6,46.12,385.8,556.59,471.195,,
1268,-120.08,47.28,377.6,556.59,467.095,,
1269,-119.37,47.6,375.31,556.59,465.95,,
1270,-107.583,37.817,43.97,55.66,49.815,,
1271,-112.396,46.531,38.29,55.66,46.975,,
1272,-112.166,46.452,38.35,55.66,47.005,,
1273,-124.0333,44.3667,3.98,5.57,4.775,,
1274,-124,44.6,3963.03,5565.85,4764.44,,
1275,-123.9333,44.95,3.94,5.57,4.755,,
1276,-123.8833,44.7333,3.95,5.57,4.76,,
1277,-123.8667,44.75,3.95,5.57,4.76,,
1278,-123.8,44.7333,3.95,5.57,4.76,,
1279,-123.75,44.7,395.62,556.59,476.105,,
1280,-123.7,44.6833,3.96,5.57,4.765,,
1281,-123.5667,44.65,3.96,5.57,4.765,,
1282,-123.55,44.55,396.64,556.59,476.615,,
1283,-123.5,44.5667,3.97,5.57,4.77,,
1284,-123.55,44.5333,3.97,5.57,4.77,,
1285,-123.5,44.5167,3.97,5.57,4.77,,
1286,-123.4833,44.5,3.97,5.57,4.77,,
1287,-123.4667,44.5,3.97,5.57,4.77,,
1288,-123.4667,44.6333,3.96,5.57,4.765,,
1289,-123.4333,44.6167,3.96,5.57,4.765,,
1290,-123.3167,44.5333,3.97,5.57,4.77,,
1291,-123.3,44.55,396.64,556.59,476.615,,
1292,-123.3,44.5333,3.97,5.57,4.77,,
1293,-123.25,44.7333,3.95,5.57,4.76,,
1294,-123.05,44.7167,3.96,5.57,4.765,,
1295,-122.9,44.5167,3.97,5.57,4.77,,
1296,-122.8,44.3833,3.98,5.57,4.775,,
1297,-122.75,44.45,397.33,556.59,476.96,,
1298,-122.55,44.4,397.67,556.59,477.13,,
1299,-122.5,44.3833,3.98,5.57,4.775,,
1300,-122.4333,44.4333,3.97,5.57,4.77,,
1301,-122.3667,44.4333,3.97,5.57,4.77,,
1302,-122.25,44.3833,3.98,5.57,4.775,,
1303,-122.2,44.4333,3.97,5.57,4.77,,
1304,-122.1333,44.4333,3.97,5.57,4.77,,
1305,-122.0667,44.4167,3.98,5.57,4.775,,
1306,-122.0167,44.4333,3.97,5.57,4.77,,
1307,-121.95,45.8667,3.88,5.57,4.725,,
1308,-121.95,45.8667,3.88,5.57,4.725,,
1309,-121.9333,45.8667,3.88,5.57,4.725,,
1310,-121.9333,45.8667,3.88,5.57,4.725,,
1311,-121.9167,45.8667,3.88,5.57,4.725,,
1312,-121.9,45.8833,3.87,5.57,4.72,,
1313,-121.9,45.8833,3.87,5.57,4.72,,
1314,-121.8833,45.8833,3.87,5.57,4.72,,
1315,-121.8667,45.8833,3.87,5.57,4.72,,
1316,-121.9667,45.45,3.9,5.57,4.735,,
1317,-121.8833,45.45,3.9,5.57,4.735,,
1318,-121.8,44.4333,3.97,5.57,4.77,,
1319,-121.75,44.2667,3.99,5.57,4.78,,
1320,-121.6167,44.2333,3.99,5.57,4.78,,
1321,-121.5,44.2333,3.99,5.57,4.78,,
1322,-121.4,44.25,398.68,556.59,477.635,,
1323,-121.25,44.2333,3.99,5.57,4.78,,
1324,-121.1667,44.2333,3.99,5.57,4.78,,
1325,-121.0833,44.2667,3.99,5.57,4.78,,
1326,-116.95,46.92,380.16,556.59,468.375,,
1327,-116.65,46.93,380.09,556.59,468.34,,
1328,-116.9,46.9,3803,5565.85,4684.425,,
1329,-116.85,46.8,381.01,556.59,468.8,,
1330,-116.67,46.98,379.73,556.59,468.16,,
1331,-116.87,46.8,381.01,556.59,468.8,,
1332,-116.92,46.8,381.01,556.59,468.8,,
1333,-116.83,46.8,381.01,556.59,468.8,,
1334,-116.83,46.8,381.01,556.59,468.8,,
1335,-116.1,47.13,378.67,556.59,467.63,,
1336,-116.67,46.97,379.8,556.59,468.195,,
1337,-116.67,47,379.59,556.59,468.09,,
1338,-116.67,46.77,381.22,556.59,468.905,,
1339,-116.73,47.13,378.67,556.59,467.63,,
1340,-115.2,46.47,383.34,556.59,469.965,,
1341,-119.62,48.63,367.86,556.59,462.225,,
1342,-118.7,48.2,3709.82,5565.85,4637.835,,
1343,-117.03,46.83,380.8,556.59,468.695,,
1344,-117.27,46.9,380.3,556.59,468.445,,
1345,-117.27,46.92,380.16,556.59,468.375,,
1346,-117.53,47.63,375.09,556.59,465.84,,
1347,-117.55,47.47,376.24,556.59,466.415,,
1348,-117.4,47.5,3760.24,5565.85,4663.045,,
1349,-117.6,47.73,374.37,556.59,465.48,,
1350,-117.43,47.88,373.29,556.59,464.94,,
1351,-117.35,47.7,374.59,556.59,465.59,,
1352,-117.18,47,379.59,556.59,468.09,,
1353,-117.55,46.28,384.68,556.59,470.635,,
1354,-117.57,46.23,385.03,556.59,470.81,,
1355,-117.55,46.18,385.38,556.59,470.985,,
1356,-117.52,46.13,385.73,556.59,471.16,,
1357,-118.55,48.18,371.13,556.59,463.86,,
1358,-119.95,48.68,367.49,556.59,462.04,,
1359,-119.93,48.55,368.44,556.59,462.515,,
1360,-119.93,48.55,368.44,556.59,462.515,,
1361,-117.2,47,3795.9,5565.85,4680.875,,
1362,-132.27,68.93,200.1,556.59,378.345,,
1363,-131.77,69.03,199.19,556.59,377.89,,
1364,-133.23,69.13,198.28,556.59,377.435,,
1365,-132.92,69.28,196.92,556.59,376.755,,
1366,-132.62,69.38,196.01,556.59,376.3,,
1367,-132.85,69.43,195.56,556.59,376.075,,
1368,-133.55,69.35,196.28,556.59,376.435,,
1369,-132.52,68.18,206.88,556.59,381.735,,
1370,-133.72,68.22,206.52,556.59,381.555,,
1371,-134.73,69.27,197.01,556.59,376.8,,
1372,-134.57,69.33,196.47,556.59,376.53,,
1373,-134.45,69.38,196.01,556.59,376.3,,
1374,-134.42,69.57,194.28,556.59,375.435,,
1375,-134.05,69.53,194.65,556.59,375.62,,
1376,-132.38,68.42,204.71,556.59,380.65,,
1377,-133.25,69.17,197.92,556.59,377.255,,
1378,-133.75,69.28,196.92,556.59,376.755,,
1379,-131.57,69.6,194.01,556.59,375.3,,
1380,-132.47,68.32,205.62,556.59,381.105,,
1381,-138.28,68.32,205.62,556.59,381.105,,
1382,-129,69.07,198.83,556.59,377.71,,
1383,-130.15,69.15,198.1,556.59,377.345,,
1384,-131.63,68.2,206.7,556.59,381.645,,
1385,-128.75,69.42,195.65,556.59,376.12,,
1386,-129.38,69.68,193.28,556.59,374.935,,
1387,-130.92,69.68,193.28,556.59,374.935,,
1388,-131.58,69.37,196.1,556.59,376.345,,
1389,-131.23,68.43,204.62,556.59,380.605,,
1390,-131.18,68.58,203.27,556.59,379.93,,
1391,-130.28,68.98,199.64,556.59,378.115,,
1392,-128.93,68.8,201.27,556.59,378.93,,
1393,-130.42,69.95,190.82,556.59,373.705,,
1394,-135.7,66.03,226.12,556.59,391.355,,
1395,-135.65,66.05,225.94,556.59,391.265,,
1396,-121.617,48.233,37.07,55.66,46.365,,
1397,-122.561,49.325,36.28,55.66,45.97,,
1398,-68.07,46.8,381.01,556.59,468.8,,
1399,-68.35,46.38,383.97,556.59,470.28,,
1400,-68.33,46.55,382.78,556.59,469.685,,
1401,-68.38,46.18,385.38,556.59,470.985,,
1402,-68.72,46.13,385.73,556.59,471.16,,
1403,-68.62,46.37,384.04,556.59,470.315,,
1404,-68.88,46.63,382.21,556.59,469.4,,
1405,-68.85,46.95,379.95,556.59,468.27,,
1406,-68.53,46.93,380.09,556.59,468.34,,
1407,-68.32,47.28,377.6,556.59,467.095,,
1408,-68.63,46,386.64,556.59,471.615,,
1409,-68.37,45.8,388.03,556.59,472.31,,
1410,-68.15,45.78,388.17,556.59,472.38,,
1411,-68.13,45.55,389.77,556.59,473.18,,
1412,-68.05,45.35,391.15,556.59,473.87,,
1413,-67.8503,45.7668,3.88,5.57,4.725,,
1414,-67.8,45.4,3908.08,5565.85,4736.965,,
1415,-67.63,45.2,392.19,556.59,474.39,,
1416,-67.92,46,386.64,556.59,471.615,,
1417,-67.53,46.95,379.95,556.59,468.27,,
1418,-67.98,47.28,377.6,556.59,467.095,,
1419,-67.77,46.72,381.58,556.59,469.085,,
1420,-67.63,46.58,382.56,556.59,469.575,,
1421,-66.95,46.42,383.69,556.59,470.14,,
1422,-67.17,46.18,385.38,556.59,470.985,,
1423,-67.65,46.25,384.89,556.59,470.74,,
1424,-67.72,46.02,386.5,556.59,471.545,,
1425,-67.3,45.93,387.13,556.59,471.86,,
1426,-67.03,46.05,386.29,556.59,471.44,,
1427,-67.47,45.63,389.21,556.59,472.9,,
1428,-67.02,45.73,388.52,556.59,472.555,,
1429,-70.65,45.03,393.36,556.59,474.975,,
1430,-69.93,45.25,391.84,556.59,474.215,,
1431,-69.67,45.12,392.74,556.59,474.665,,
1432,-70.556,44.8962,3.94,5.57,4.755,,
1433,-70.68,44.58,396.44,556.59,476.515,,
1434,-70.25,44.58,396.44,556.59,476.515,,
1435,-70.45,44.7,395.62,556.59,476.105,,
1436,-70.4,44.47,397.19,556.59,476.89,,
1437,-70.65,44.38,397.8,556.59,477.195,,
1438,-70.62,44.2,399.02,556.59,477.805,,
1439,-70.23,44.2,399.02,556.59,477.805,,
1440,-70.35,43.98,400.51,556.59,478.55,,
1441,-69.87,44.28,398.48,556.59,477.535,,
1442,-69.67,44.1,399.7,556.59,478.145,,
1443,-69.53,44.25,398.68,556.59,477.635,,
1444,-69.35,44.4,397.67,556.59,477.13,,
1445,-69.62,44.38,397.8,556.59,477.195,,
1446,-69.83,44.62,396.17,556.59,476.38,,
1447,-69.57,44.53,396.78,556.59,476.685,,
1448,-69.9,44.9,3942.52,5565.85,4754.185,,
1449,-69.98,45.12,392.74,556.59,474.665,,
1450,-70.1,44.13,399.5,556.59,478.045,,
1451,-70.08,44.72,395.48,556.59,476.035,,
1452,-69.5,44.72,395.48,556.59,476.035,,
1453,-69.8,44.42,397.53,556.59,477.06,,
1454,-108.15,37.417,44.21,55.66,49.935,,
1455,-108.504,37.474,44.17,55.66,49.915,,
1456,-108.095,37.426,44.2,55.66,49.93,,
1457,-108.221,37.469,44.18,55.66,49.92,,
1458,-108.103,37.469,44.18,55.66,49.92,,
1459,-118.367,52.733,33.7,55.66,44.68,,
1460,-117.083,52.783,33.66,55.66,44.66,,
1461,-117.617,52.733,33.7,55.66,44.68,,
1462,-118.1,52.867,33.6,55.66,44.63,,
1463,-80.353,26.359,49.87,55.66,52.765,,
1464,-80.366,26.359,49.87,55.66,52.765,,
1465,-80.346,26.354,49.87,55.66,52.765,,
1466,-80.34,26.351,49.88,55.66,52.77,,
1467,-80.308,26.353,49.87,55.66,52.765,,
1468,-80.333,26.261,49.91,55.66,52.785,,
1469,-80.333,26.261,49.91,55.66,52.785,,
1470,-80.324,26.275,49.91,55.66,52.785,,
1471,-80.315,26.307,49.89,55.66,52.775,,
1472,-80.314,26.314,49.89,55.66,52.775,,
1473,-80.306,26.336,49.88,55.66,52.77,,
1474,-80.306,26.336,49.88,55.66,52.77,,
1475,-80.304,26.343,49.88,55.66,52.77,,
1476,-80.32,26.348,49.88,55.66,52.77,,
1477,-80.338,26.342,49.88,55.66,52.77,,
1478,-80.338,26.342,49.88,55.66,52.77,,
1479,-80.379,26.289,49.9,55.66,52.78,,
1480,-80.386,26.302,49.9,55.66,52.78,,
1481,-80.385,26.313,49.89,55.66,52.775,,
1482,-80.369,26.325,49.89,55.66,52.775,,
1483,-80.337,26.341,49.88,55.66,52.77,,
1484,-80.366,26.333,49.88,55.66,52.77,,
1485,-80.358,26.308,49.89,55.66,52.775,,
1486,-80.357,26.276,49.91,55.66,52.785,,
1487,-80.356,26.296,49.9,55.66,52.78,,
1488,-80.369,26.306,49.89,55.66,52.775,,
1489,-80.389,26.251,49.92,55.66,52.79,,
1490,-80.373,26.313,49.89,55.66,52.775,,
1491,-80.379,26.326,49.89,55.66,52.775,,
1492,-80.378,26.334,49.88,55.66,52.77,,
1493,-80.378,26.359,49.87,55.66,52.765,,
1494,-80.304,26.331,49.88,55.66,52.77,,
1495,-80.326,26.321,49.89,55.66,52.775,,
1496,-80.343,26.311,49.89,55.66,52.775,,
1497,-77.35,45.183,39.23,55.66,47.445,,
1498,-76.6,44.517,39.69,55.66,47.675,,
1499,-80.307,26.282,49.9,55.66,52.78,,
1500,-80.411,26.288,49.9,55.66,52.78,,
1501,-99.23,47.13,378.67,556.59,467.63,,
1502,-99.23,47.13,378.67,556.59,467.63,,
1503,-99.23,47.13,378.67,556.59,467.63,,
1504,-99.23,47.13,378.67,556.59,467.63,,
1505,-99.37,46.9,380.3,556.59,468.445,,
1506,-93.9,45.28,391.64,556.59,474.115,,
1507,-93.88,45.27,391.71,556.59,474.15,,
1508,-94.02,45.35,391.15,556.59,473.87,,
1509,-93.05,45.33,391.29,556.59,473.94,,
1510,-90.42,48.05,372.07,556.59,464.33,,
1511,-90.48,48.05,372.07,556.59,464.33,,
1512,-90.43,48.05,372.07,556.59,464.33,,
1513,-90.32,48.08,371.85,556.59,464.22,,
1514,-90.47,48.05,372.07,556.59,464.33,,
1515,-80.381,26.387,49.86,55.66,52.76,,
1516,-80.485,25.869,50.08,55.66,52.87,,
1517,-80.72,25.814,50.1,55.66,52.88,,
1518,-80.531,26.189,49.94,55.66,52.8,,
1519,-80.483,25.008,50.44,55.66,53.05,,
1520,-80.751,26.174,49.95,55.66,52.805,,
1521,-80.469,26.167,49.95,55.66,52.805,,
1522,-80.523,26.19,49.94,55.66,52.8,,
1523,-80.609,26.17,49.95,55.66,52.805,,
1524,-80.469,26.036,50.01,55.66,52.835,,
1525,-80.339,26.517,49.8,55.66,52.73,,
1526,-80.799,25.319,50.31,55.66,52.985,,
1527,-80.339,26.523,49.8,55.66,52.73,,
1528,-80.342,26.523,49.8,55.66,52.73,,
1529,-80.795,25.279,50.33,55.66,52.995,,
1530,-80.795,25.319,50.31,55.66,52.985,,
1531,-80.643,25.198,50.36,55.66,53.01,,
1532,-80.644,25.206,50.36,55.66,53.01,,
1533,-80.736,25.213,50.36,55.66,53.01,,
1534,-80.849,26.363,49.87,55.66,52.765,,
1535,-80.646,25.287,50.33,55.66,52.995,,
1536,-80.669,25.974,50.04,55.66,52.85,,
1537,-80.416,26.481,49.82,55.66,52.74,,
1538,-80.644,25.206,50.36,55.66,53.01,,
1539,-81.87,29.3,485.38,556.59,520.985,,
1540,-81.85,29.3,485.38,556.59,520.985,,
1541,-81.87,29.29,485.43,556.59,521.01,,
1542,-81.87,29.3,485.38,556.59,520.985,,
1543,-82.03,29.22,485.76,556.59,521.175,,
1544,-84.93,30.55,479.32,556.59,517.955,,
1545,-84.95,30.57,479.22,556.59,517.905,,
1546,-84.9,30.54,479.37,556.59,517.98,,
1547,-91.32,49.47,361.69,556.59,459.14,,
1548,-90.78,50.12,356.87,556.59,456.73,,
1549,-90.67,50.23,356.05,556.59,456.32,,
1550,-90.48,50.42,354.63,556.59,455.61,,
1551,-90.42,50.95,350.65,556.59,453.62,,
1552,-90.17,51.35,347.62,556.59,452.105,,
1553,-91.87,50.07,357.25,556.59,456.92,,
1554,-91.97,50.02,357.62,556.59,457.105,,
1555,-92.4,49.68,360.14,556.59,458.365,,
1556,-92.35,49.55,361.1,556.59,458.845,,
1557,-91.2,49.25,363.32,556.59,459.955,,
1558,-90.05,48.93,365.67,556.59,461.13,,
1559,-88.12,49.22,363.54,556.59,460.065,,
1560,-87.25,49.65,360.36,556.59,458.475,,
1561,-85.15,49.722,35.98,55.66,45.82,,
1562,-83.02,49.55,361.1,556.59,458.845,,
1563,-81.72,49.25,363.32,556.59,459.955,,
1564,-80.85,48.55,368.44,556.59,462.515,,
1565,-80.1,48.05,372.07,556.59,464.33,,
1566,-88.8,48.33,370.04,556.59,463.315,,
1567,-65.95,49,365.15,556.59,460.87,,
1568,-65.95,49,365.15,556.59,460.87,,
1569,-65.95,49,365.15,556.59,460.87,,
1570,-71.117,47.4,37.67,55.66,46.665,,
1571,-71.117,47.4,37.67,55.66,46.665,,
1572,-70.3,46.7,3817.17,5565.85,4691.51,,
1573,-70.883,45.45,39.05,55.66,47.355,,
1574,-71.133,47.467,37.63,55.66,46.645,,
1575,-71.25,47.55,375.67,556.59,466.13,,
1576,-70.933,47.633,37.51,55.66,46.585,,
1577,-70.917,47.633,37.51,55.66,46.585,,
1578,-71.233,47.15,37.85,55.66,46.755,,
1579,-71.433,47,37.96,55.66,46.81,,
1580,-71.433,47,37.96,55.66,46.81,,
1581,-71.367,47.083,37.9,55.66,46.78,,
1582,-71.183,47.4,37.67,55.66,46.665,,
1583,-71.2,47.417,37.66,55.66,46.66,,
1584,-73.833,49.283,36.31,55.66,45.985,,
1585,-73.083,48.9,36.59,55.66,46.125,,
1586,-74.55,49.8,359.25,556.59,457.92,,
1587,-76.7,49.367,36.25,55.66,45.955,,
1588,-78.2,48.25,370.62,556.59,463.605,,
1589,-77.75,49.783,35.94,55.66,45.8,,
1590,-77.817,49.65,36.04,55.66,45.85,,
1591,-76.817,47.083,37.9,55.66,46.78,,
1592,-77.75,48.15,371.34,556.59,463.965,,
1593,-76.317,47.717,37.45,55.66,46.555,,
1594,-71.367,46.95,37.99,55.66,46.825,,
1595,-71.233,47.633,37.51,55.66,46.585,,
1596,-71.4,47.767,37.41,55.66,46.535,,
1597,-71.5,46.45,383.48,556.59,470.035,,
1598,-66.183,48.9,36.59,55.66,46.125,,
1599,-66.183,48.9,36.59,55.66,46.125,,
1600,-66.183,48.9,36.59,55.66,46.125,,
1601,-70.933,46.933,38.01,55.66,46.835,,
1602,-71.667,48.267,37.05,55.66,46.355,,
1603,-71.567,48.366,36.98,55.66,46.32,,
1604,-70.976,47.597,37.53,55.66,46.595,,
1605,-69.833,47.45,37.64,55.66,46.65,,
1606,-69.4,48,3724.28,5565.85,4645.065,,
1607,-65.167,48.667,36.76,55.66,46.21,,
1608,-65.533,48.983,36.53,55.66,46.095,,
1609,-67.7,48.783,36.67,55.66,46.165,,
1610,-66.633,48.883,36.6,55.66,46.13,,
1611,-71.6,46.567,38.27,55.66,46.965,,
1612,-63.55,50.25,355.9,556.59,456.245,,
1613,-63.55,50.25,355.9,556.59,456.245,,
1614,-74.03,41.02,419.93,556.59,488.26,,
1615,-70.001,41.933,41.41,55.66,48.535,,
1616,-70.65,41.88,414.4,556.59,485.495,,
1617,-70,41.83,414.73,556.59,485.66,,
1618,-70.02,41.77,415.12,556.59,485.855,,
1619,-70.08,41.7,415.57,556.59,486.08,,
1620,-70.22,41.7,415.57,556.59,486.08,,
1621,-70.35,41.7,415.57,556.59,486.08,,
1622,-70.45,41.7,415.57,556.59,486.08,,
1623,-70.53,41.6,416.21,556.59,486.4,,
1624,-70.43,41.65,415.89,556.59,486.24,,
1625,-70.03,42,413.62,556.59,485.105,,
1626,-70.18,42.07,413.17,556.59,484.88,,
1627,-70.001,41.933,41.41,55.66,48.535,,
1628,-71.33,42.43,410.82,556.59,483.705,,
1629,-71.33,46.79,381.08,556.59,468.835,,
1630,-72.87,45.47,390.32,556.59,473.455,,
1631,-89.9,46.25,384.89,556.59,470.74,,
1632,-89.7,46.183,38.54,55.66,47.1,,
1633,-91.28,45.2,392.19,556.59,474.39,,
1634,-88,43.42,404.27,556.59,480.43,,
1635,-88.2,43.33,404.87,556.59,480.73,,
1636,-88.38,43.28,405.2,556.59,480.895,,
1637,-88.43,43.15,406.07,556.59,481.33,,
1638,-88.55,42.8,408.38,556.59,482.485,,
1639,-88.18,45.15,392.53,556.59,474.56,,
1640,-88.8,45.32,391.36,556.59,473.975,,
1641,-88.17,45.48,390.25,556.59,473.42,,
1642,-87.62,45.7,388.73,556.59,472.66,,
1643,-87.83,46.07,386.15,556.59,471.37,,
1644,-87.53,46.3,384.54,556.59,470.565,,
1645,-88.22,46.57,382.63,556.59,469.61,,
1646,-88.45,46.57,382.63,556.59,469.61,,
1647,-88.85,46.6,382.42,556.59,469.505,,
1648,-88.88,46.35,384.18,556.59,470.385,,
1649,-88.88,46.15,385.59,556.59,471.09,,
1650,-88.62,46.08,386.08,556.59,471.335,,
1651,-89.07,46.18,385.38,556.59,470.985,,
1652,-89.42,46.25,384.89,556.59,470.74,,
1653,-89.95,46.48,383.27,556.59,469.93,,
1654,-90.4,46.42,383.69,556.59,470.14,,
1655,-90.58,46.28,384.68,556.59,470.635,,
1656,-90.17,46.27,384.75,556.59,470.67,,
1657,-89.97,46.15,385.59,556.59,471.09,,
1658,-90.08,45.9,387.33,556.59,471.96,,
1659,-90.63,46.15,385.59,556.59,471.09,,
1660,-91.35,46.35,384.18,556.59,470.385,,
1661,-91.8,46.22,385.1,556.59,470.845,,
1662,-91.58,45.63,389.21,556.59,472.9,,
1663,-91.47,45.82,387.89,556.59,472.24,,
1664,-90.97,45.9,387.33,556.59,471.96,,
1665,-90.62,45.83,387.82,556.59,472.205,,
1666,-90.3,45.6,3894.22,5565.85,4730.035,,
1667,-90.32,45.3,391.5,556.59,474.045,,
1668,-88.2,43.6,4030.64,5565.85,4798.245,,
1669,-88.22,43.87,401.25,556.59,478.92,,
1670,-87.87,43.85,401.38,556.59,478.985,,
1671,-87.73,44.07,399.9,556.59,478.245,,
1672,-88.07,44.15,399.36,556.59,477.975,,
1673,-87.73,44.28,398.48,556.59,477.535,,
1674,-87.87,44.42,397.53,556.59,477.06,,
1675,-89.7,45.57,389.63,556.59,473.11,,
1676,-89.48,45.42,390.67,556.59,473.63,,
1677,-90.65,45.13,392.67,556.59,474.63,,
1678,-92,45.57,389.63,556.59,473.11,,
1679,-78.75,42.1,412.97,556.59,484.78,,
1680,-79.17,41.75,415.24,556.59,485.915,,
1681,-78.42,41.73,415.37,556.59,485.98,,
1682,-77.95,41.83,414.73,556.59,485.66,,
1683,-77.77,41.72,415.44,556.59,486.015,,
1684,-77.3,41.73,415.37,556.59,485.98,,
1685,-76.72,41.88,414.4,556.59,485.495,,
1686,-76.23,41.9,414.27,556.59,485.43,,
1687,-76.6,41.52,416.73,556.59,486.66,,
1688,-77.0289,41.4839,4.17,5.57,4.87,,
1689,-76.58,41.3,418.14,556.59,487.365,,
1690,-76.523,41.12,41.93,55.66,48.795,,
1691,-76.37,40.83,421.14,556.59,488.865,,
1692,-75.7979,40.8425,4.21,5.57,4.89,,
1693,-75.93,41.05,419.74,556.59,488.165,,
1694,-75.75,41.18,418.91,556.59,487.75,,
1695,-75.75,41.6,416.21,556.59,486.4,,
1696,-75.53,41.78,415.05,556.59,485.82,,
1697,-76.05,42.25,411.99,556.59,484.29,,
1698,-77.27,42.22,412.19,556.59,484.39,,
1699,-77.57,42.48,410.49,556.59,483.54,,
1700,-77.98,42.23,412.13,556.59,484.36,,
1701,-78.2904,42.2505,4.12,5.57,4.845,,
1702,-74.07,41.55,416.54,556.59,486.565,,
1703,-73.88,42.28,411.8,556.59,484.195,,
1704,-73.82,43.55,403.4,556.59,479.995,,
1705,-74.13,43.97,400.58,556.59,478.585,,
1706,-73.78,42.93,407.52,556.59,482.055,,
1707,-74.03,44.52,396.85,556.59,476.72,,
1708,-73.7478,44.1392,3.99,5.57,4.78,,
1709,-74.45,43.98,400.51,556.59,478.55,,
